key,en-US,ja-JP,ko-KR,zh-CN,es-ES,de-DE,fr-FR
tooltip_transition_type,"Choose which Unity transition (Color Tint, Sprite Swap, Animation, etc.) generated buttons should use.",生成されるボタンに適用する Unity のトランジション（Color Tint、Sprite Swap、Animation など）を選択します。,"생성된 버튼에 적용할 Unity 전환 방식(색상 틴트, 스프라이트 교체, 애니메이션 등)을 선택합니다.",选择生成的按钮应使用的 Unity 过渡方式（颜色渐变、精灵切换、动画等）。,"Elige qué transición de Unity (Color Tint, Sprite Swap, Animación, etc.) usarán los botones generados.","Wählen Sie, welchen Unity-Übergang (Color Tint, Sprite Swap, Animation usw.) die generierten Buttons verwenden sollen.","Choisissez quelle transition Unity (Color Tint, Sprite Swap, Animation, etc.) les boutons générés doivent utiliser."
tooltip_ui_language,Sets the language used by FCU windows and log messages. Switch it to work in your preferred locale.,FCU のウィンドウとログで使用する言語を設定します。好みのロケールで作業できるように切り替えてください。,FCU 창과 로그 메시지에 사용할 언어를 설정합니다. 선호하는 로캘로 전환해 사용하세요.,设置 FCU 窗口和日志消息所使用的语言，可切换到偏好的区域设置。,Define el idioma que utilizarán las ventanas y los mensajes de registro de FCU; cambia aquí para trabajar en tu idioma preferido.,"Legt fest, welche Sprache die FCU-Fenster und Protokollmeldungen verwenden; wechseln Sie hier zu Ihrem bevorzugten Gebietsschema.",Définit la langue utilisée par les fenêtres et les journaux FCU ; basculez ici vers votre locale préférée.
tooltip_use_duplicate_finder,Runs the duplicate finder after import to highlight identical sprites that can be grouped or cleaned up.,インポート後に重複検出ツールを実行し、グループ化や整理に回せる同一スプライトを強調表示します。,가져오기 후 중복 찾기를 실행하여 그룹화하거나 정리할 수 있는 동일한 스프라이트를 강조 표시합니다.,导入完成后运行重复项查找器，以突出可分组或可清理的相同精灵。,Ejecuta el buscador de duplicados tras la importación para resaltar sprites idénticos que puedas agrupar o limpiar.,"Führt nach dem Import den Duplikatfinder aus, um identische Sprites hervorzuheben, die gruppiert oder bereinigt werden können.",Exécute l’outil de détection des doublons après l’import pour mettre en évidence les sprites identiques à regrouper ou nettoyer.
scriptgen_button_scan,Scan,スキャン,스캔,扫描,Escanear,Scannen,Analyser
scriptgen_message_scan_scene,Scan the scene to collect frames.,シーンをスキャンしてフレームを収集してください。,씬을 스캔하여 프레임을 모으세요。,扫描场景以收集框架。,Escanea la escena para recopilar los marcos.,Scanne die Szene, um Frames zu sammeln.
scriptgen_message_click_scan,Click Scan to populate the mapping list.,「スキャン」をクリックしてリストを作成してください。,스캔을 클릭하여 목록을 채우세요。,单击“扫描”以填充列表。,Haz clic en Escanear para llenar la lista.,Klicke auf Scannen, um die Liste zu füllen.
scriptgen_banner_invalid_naming,Errors were found in the field naming. Click this message to automatically scroll to the item that contains the error.,フィールドの命名に問題があります。このメッセージをクリックすると次のエラー項目に自動スクロールします。,필드 이름에 오류가 있습니다. 이 메시지를 클릭하면 다음 오류 항목으로 자동 스크롤합니다.,字段命名存在错误。点击此消息即可自动滚动到下一个出错的项。,Se detectaron errores en el nombrado de campos. Haz clic en este mensaje para desplazarte automáticamente al siguiente elemento con error.,"Bei der Feldbenennung wurden Fehler gefunden. Klicke auf diese Meldung, um automatisch zum nächsten fehlerhaften Eintrag zu springen.",Des erreurs de nommage de champs ont été trouvées. Cliquez sur ce message pour faire défiler automatiquement jusqu'à l'élément en erreur suivant.
scriptgen_label_global_filter,Global filter: {0},グローバルフィルター: {0},전역 필터: {0},全局筛选：{0},Filtro global: {0},Globaler Filter: {0},Filtre global : {0}
scriptgen_label_method_name,Method name,Method name,Method name,Method name,Method name,Method name,Method name
scriptgen_summary_counts,Frames {0}/{1} - Fields {2}/{3},フレーム {0}/{1} • フィールド {2}/{3},프레임 {0}/{1} • 필드 {2}/{3},框架 {0}/{1} • 字段 {2}/{3},Marcos {0}/{1} • Campos {2}/{3},Frames {0}/{1} • Felder {2}/{3},Frames {0}/{1} • Champs {2}/{3}
scriptgen_summary_invalid_hint,Resolve highlighted names,強調表示された名前を修正してください,강조된 이름을 수정하세요,修复高亮显示的名称,Corrige los nombres resaltados,Markierte Namen korrigieren,Corrigez les noms mis en surbrillance
scriptgen_validation_empty,Name cannot be empty.,名前を空にすることはできません。,이름은 비워둘 수 없습니다。,名称不能为空。,El nombre no puede estar vacío.,Der Name darf nicht leer sein.,Le nom ne peut pas être vide.
scriptgen_validation_length,Max length is {0} characters.,最大長は {0} 文字です。,최대 길이는 {0}자입니다。,最大长度为 {0} 个字符。,La longitud máxima es de {0} caracteres.,Die maximale Länge beträgt {0} Zeichen.,La longueur maximale est de {0} caractères.
scriptgen_validation_startchar,Start with a letter or underscore.,先頭は文字または '_' にしてください。,첫 글자는 문자 또는 '_'로 시작해야 합니다。,请以字母或“_”开头。,Comienza con una letra o “_”.,Beginnt mit einem Buchstaben oder „_“.,Commencez par une lettre ou « _ ».
scriptgen_validation_charset,Only letters, digits, or underscores are allowed.,文字・数字・「_」のみ使用できます。,문자, 숫자, '_'만 사용할 수 있습니다。
scriptgen_validation_keyword,Reserved C# keywords are not allowed.,C# の予約語は使用できません。,예약된 C# 키워드는 사용할 수 없습니다。,不允许使用 C# 保留关键字。,Las palabras clave reservadas de C# no están permitidas.,Reservierte C#-Schlüsselwörter sind nicht zulässig.,Les mots-clés réservés de C# ne sont pas autorisés.
scriptgen_rules_description,Letters, digits, underscores only. Start with a letter or underscore. Max length: {0}.,文字・数字・「_」のみ。先頭は文字または '_'。最大長: {0}。,문자, 숫자, '_'만 허용. 문자 또는 '_'로 시작. 최대 길이: {0}.
rate_limit_window_title,Figma Rate Limit,Figma リクエスト制限,Figma 요청 제한,Figma 请求限制,Límite de frecuencia de Figma,Figma-Anfragelimit,Limite de requêtes Figma
rate_limit_window_description,"Figma reports that your account has reached the request limit.
The waiting time until the next request is:","アカウントがリクエスト制限に達したとFigmaが報告しています。
次のリクエストまでの待機時間は以下の通りです:","계정이 요청 제한에 도달했다고 Figma가 보고했습니다.
다음 요청까지의 대기 시간은 다음과 같습니다:","Figma 报告您的帐户已达到请求限制。
距离下一次请求的等待时间为：","Figma informa que su cuenta ha alcanzado el límite de solicitudes.
El tiempo de espera hasta la siguiente solicitud es:","Figma meldet, dass Ihr Konto das Anfragelimit erreicht hat.
Die Wartezeit bis zur nächsten Anfrage beträgt:","Figma signale que votre compte a atteint la limite de demandes.
Le temps d'attente jusqu'à la prochaine demande est :"
rate_limit_window_action_wait,a. Wait for the timeout to finish. The popup closes automatically and the import continues afterwards.,a. タイムアウトが終了するまで待ちます。ポップアップは自動的に閉じ、その後インポートが続行されます。,a. 타임아웃이 끝날 때까지 기다리십시오. 팝업이 자동으로 닫히고 이후 가져오기가 계속됩니다。,a. 等待超时结束。弹窗将自动关闭，随后继续导入。,a. Espere a que finalice el tiempo de espera. La ventana emergente se cerrará automáticamente y la importación continuará después.,"a. Warten Sie, bis der Timeout abgelaufen ist. Das Popup schließt sich automatisch und der Import wird danach fortgesetzt.",a. Attendez la fin du délai d'attente. La fenêtre contextuelle se ferme automatiquement et l'importation continue ensuite.
rate_limit_window_action_retry,"b. If you upgraded your Figma account to a higher plan, your limits will be increased, and you will be able to continue the import from where you left off by clicking the 'Retry request now' button.
You can see the current limits for different Figma plans at:
https://developers.figma.com/docs/rest-api/rate-limits/","b. Figmaアカウントをより高いプランにアップグレードした場合、制限が緩和され、「今すぐリクエストを再試行」ボタンをクリックして中断した場所からインポートを続行できます。
Figmaの各プランの現在の制限については、以下をご覧ください:
https://developers.figma.com/docs/rest-api/rate-limits/","b. Figma 계정을 상위 요금제로 업그레이드한 경우 제한이 늘어나며, '지금 요청 재시도' 버튼을 클릭하여 중단된 곳에서 가져오기를 계속할 수 있습니다.
다양한 Figma 요금제에 대한 현재 제한 사항은 다음에서 확인할 수 있습니다:
https://developers.figma.com/docs/rest-api/rate-limits/","b. 如果您已将 Figma 帐户升级到更高版本，您的限制将会增加，并且您可以通过点击“立即重试请求”按钮从上次中断的地方继续导入。
您可以在此处查看不同 Figma 计划的当前限制：
https://developers.figma.com/docs/rest-api/rate-limits/","b. Si actualizó su cuenta de Figma a un plan superior, sus límites aumentarán y podrá continuar la importación desde donde la dejó haciendo clic en el botón 'Reintentar solicitud ahora'.
Puede consultar los límites actuales para los diferentes planes de Figma en:
https://developers.figma.com/docs/rest-api/rate-limits/","b. Wenn Sie Ihr Figma-Konto auf einen höheren Plan hochgestuft haben, werden Ihre Limits erhöht und Sie können den Import an der Stelle fortsetzen, an der Sie aufgehört haben, indem Sie auf die Schaltfläche 'Anfrage jetzt wiederholen' klicken.
Die aktuellen Limits für verschiedene Figma-Pläne finden Sie unter:
https://developers.figma.com/docs/rest-api/rate-limits/","b. Si vous avez mis à niveau votre compte Figma vers un plan supérieur, vos limites seront augmentées et vous pourrez continuer l'importation là où vous vous étiez arrêté en cliquant sur le bouton « Réessayer la demande maintenant ».
Vous pouvez consulter les limites actuelles pour les différents plans Figma sur :
https://developers.figma.com/docs/rest-api/rate-limits/"
rate_limit_window_action_stop,c. Stop the import.,c. インポートを停止します。,c. 가져오기를 중지합니다.,c. 停止导入。,c. Detener la importación.,c. Import stoppen.,c. Arrêter l'importation.
rate_limit_window_details_header,Details from the Figma response:,Figmaレスポンスの詳細:,Figma 응답의 세부 정보:,来自 Figma 响应的详细信息：,Detalles de la respuesta de Figma:,Details aus der Figma-Antwort:,Détails de la réponse Figma :
rate_limit_window_button_retry,Retry request now,今すぐリクエストを再試行,지금 요청 재시도,立即重试请求,Reintentar solicitud ahora,Anfrage jetzt wiederholen,Réessayer la demande maintenant
rate_limit_window_button_stop,Stop import,インポートを停止,가져오기 중지,停止导入,Detener importación,Import stoppen,Arrêter l'importation
rate_limit_window_waiting_counter,The waiting time before the next request is {0}.,次のリクエストまでの待機時間は {0} です。,다음 요청까지의 대기 시간은 {0}입니다.,距离下一次请求的等待时间为 {0}。,El tiempo de espera antes de la siguiente solicitud es {0}.,Die Wartezeit bis zur nächsten Anfrage beträgt {0}.,Le temps d'attente avant la prochaine demande est de {0}.
rate_limit_window_waiting_done,Timeout finished. Resuming the import...,タイムアウトが終了しました。インポートを再開しています...,타임아웃이 종료되었습니다. 가져오기를 재개하는 중...,超时结束。正在恢复导入...,Tiempo de espera finalizado. Reanudando la importación...,Timeout beendet. Import wird fortgesetzt...,Délai d'attente terminé. Reprise de l'importation...
